RegionName,StateName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Pueblo, CO",CO,103637.7956,108032.9142,109655.7043,113248.0213,117752.1148,121680.6815,127036.9407,131124.9821,129262.7619,124058.8053,122049.5916,120362.887,114688.3925,115366.6533,117095.4538,122289.1371,133523.2165,146858.8694,161279.6685,178376.4863,195571.7224,228897.4992,275845.2234,288269.0778,283020.7768
"Blacksburg, VA",VA,91455.08952,99009.79881,105376.4536,112091.3749,121687.2083,142140.3342,163987.6309,169599.2839,165310.3898,157045.5711,151012.8898,147533.3774,146855.6574,151476.2866,155938.2789,154567.501,160298.7274,163947.1138,169061.1577,176103.9062,188189.6219,207474.8723,233001.8798,246316.2588,255859.096
"Wausau, WI",WI,,,,,,,,,,131895.4581,129494.2885,123862.4552,120741.9233,122376.14,124856.1468,126598.4816,132497.2685,139214.0783,144371.3688,153876.5555,166817.8701,178225.2824,192174.8318,203367.0503,220406.5743
"Kahului, HI",HI,194703.9772,210206.0942,238099.8218,265996.1708,320691.3166,405935.208,490511.4147,541841.1962,522323.3284,480187.415,440982.1464,432280.2083,424813.5362,436640.8056,505407.1221,545923.2332,592008.3915,620351.3668,663503.4881,694566.9941,718855.283,795800.4588,929546.2518,1057518.452,1084330.302
"Janesville, WI",WI,,,,,,,,,,,,,111868.8284,111363.3542,115198.3518,119499.7789,126942.396,137202.7808,149011.471,160223.0105,170330.5519,189449.6244,212747.49,227766.6281,244944.3305
"Tupelo, MS",MS,,,,,,,,,,,,,104392.5004,109073.4954,113724.9553,120151.847,125848.0984,132179.6557,128651.8423,129773.7233,134056.811,141963.4257,167100.5736,165108.8553,167252.3111
"Bloomington, IN",IN,,,,,126926.1268,133067.4418,137844.7867,140046.2977,142354.4189,142646.0551,145189.2036,145789.5681,141156.3318,145461.8614,149170.6279,153232.8412,159616.773,168286.7637,179304.6781,190685.6093,205909.1231,231532.0495,259511.0953,276575.2655,286126.5904
"Odessa, TX",TX,,,,,,,,,,102234.114,105106.8254,105972.4122,115370.2715,123199.7665,137746.3065,155927.0065,166634.5534,160042.0016,164644.6344,185545.3471,218364.4353,223200.4893,219543.1666,215295.0702,222589.0313
"Jackson, MI",MI,,,,97643.803,102502.4601,108068.4223,112339.7793,112077.7015,105207.5463,93467.9,82265.10646,79784.09057,75615.5674,78542.64766,90491.82047,104134.9023,114301.2502,120824.6167,129325.7038,139409.299,148116.9189,165515.162,181099.4196,188749.4021,198038.844
"State College, PA",PA,,,,,,,162831.7059,169570.6986,174807.4402,178695.7719,183011.4602,184455.608,183229.7247,190036.7091,194326.8458,199127.2444,207710.3102,214611.2911,223779.6132,235897.333,251042.5814,268254.1068,283459.6155,302178.7917,315563.7603
"Sebastian, FL",FL,112745.0842,119925.8808,128728.4498,140861.6011,158309.538,195293.5441,253991.3516,256292.747,213478.3581,172887.1514,151240.1874,141467.7925,130686.5774,134263.783,152043.1598,166330.5305,183936.6423,202304.0619,222289.5048,236445.1256,245198.1489,265454.6049,332613.556,382519.5253,387198.5588
"Madera, CA",CA,,,,107991.8699,130759.8129,163565.5151,208877.0693,227207.0924,196764.7095,151353.4155,140330.4936,139394.6772,134643.9631,148733.4827,178832.9207,196918.1063,208906.3661,212960.3729,246921.0278,263062.0555,278536.2315,310534.2223,369710.8694,386988.2507,395769.4571
"Decatur, AL",AL,,,,,,,,92849.55707,93455.74005,93085.23649,88910.66575,85566.14365,86758.25015,114813.4542,124812.9884,123382.9881,128426.868,132899.133,138047.4757,143738.5757,156583.3228,175158.6456,203068.9736,208745.0573,215600.252
"Chambersburg, PA",PA,,,122693.8652,134554.7466,152968.8358,170829.2943,181254.0598,199886.4077,199033.7781,184009.9057,173297.9218,161960.4902,152941.4348,152971.0488,156232.4625,158400.9252,162482.555,165635.0855,174583.9702,180635.9191,191592.2451,210345.8177,234188.4182,248173.183,259076.6945
"Vineland, NJ",NJ,93703.74556,96180.73968,100359.9864,102796.5348,112682.2681,136250.287,164028.9787,186765.392,185579.1644,169232.1956,154759.4407,144883.525,138701.8779,142619.0132,141876.4649,140328.6147,144228.8477,144425.247,143738.0184,143093.1145,151584.4455,169526.9087,199847.6388,217629.2089,236168.4827
"Idaho Falls, ID",ID,109476.4927,113472.6516,117977.4928,122016.693,127310.3153,141965.7085,159833.0212,166505.7617,183504.3973,184398.2815,174803.4662,160487.1709,144326.5549,144227.4993,151931.6737,154487.3278,166632.1866,183767.7001,198627.0446,221665.6918,249056.8598,300118.5826,391640.6512,385955.2626,382982.4188
"Grand Junction, CO",CO,139333.3178,141076.624,148854.8487,159289.1229,170099.1239,184022.7408,202719.7949,230588.8067,260172.6539,248432.3813,220012.3729,198195.4694,177820.4382,184322.079,192269.8138,196378.2081,208343.9621,218243.5156,234976.964,254682.3003,274677.6015,302855.6555,360714.6027,380605.4891,393158.8072
"Elizabethtown, KY",KY,96241.98248,99915.67883,101605.1257,105411.9159,109263.5626,114814.5097,123299.8108,128725.3534,129323.3719,126776.6431,,128263.0171,117128.7987,121050.473,120880.803,122090.8201,122120.2501,127596.1096,136485.93,142761.3356,152121.4789,169896.7157,191213.9024,209696.0072,217052.9655
"Niles, MI",MI,106999.2462,111544.9155,116691.5984,121417.0626,128045.556,136069.4596,140887.8463,147760.2457,149839.3139,141621.6937,135882.1692,134720.4572,129452.2894,121624.1735,128049.3905,134883.6156,140336.4499,144045.0817,151175.0239,158049.1766,166148.2157,186668.1866,209944.2223,227679.7873,237441.131
"Monroe, MI",MI,144182.749,153691.3814,157843.2079,164405.608,169097.804,176127.6906,180369.9454,175542.7297,155586.2069,130828.8671,118710.4129,133224.5147,116003.3302,119138.1694,130286.778,142398.98,153467.4321,158517.5584,165591.9603,174287.352,180058.1057,198170.2141,211034.9847,222924.196,235353.712
"Santa Fe, NM",NM,,,,228798.0699,244228.6179,279882.4537,305840.2982,336306.2781,350391.5173,335053.8696,305348.8025,286936.664,270647.9797,271660.4388,278032.6594,288591.3714,301589.0035,305636.7516,337723.8752,353257.5464,387822.4817,435212.5381,496584.4689,525606.3121,545917.4336
"Concord, NH",NH,126134.0306,140041.2763,158051.6933,182837.8999,206797.9046,231285.3117,251189.722,251912.1779,241424.0857,217087.8876,205928.4995,199592.089,199570.9086,199927.2038,208019.5075,213690.5104,223036.2857,230807.1234,247843.7011,260869.2234,275997.0699,316561.6196,361939.4376,405605.0965,438342.0242
"Alexandria, LA",LA,74632.82687,78059.96842,81094.77529,84198.48136,87089.42339,91180.87553,88713.84477,99035.51107,105917.7085,106853.6966,106796.096,106822.2871,107979.8642,116474.4663,122311.1553,125147.7516,128859.6352,133317.5569,136516.1566,137754.5616,141026.608,150324.3648,146987.9629,155150.365,151005.2834
"Traverse City, MI",MI,119594.7898,128396.3749,134918.8939,142329.5703,151430.4258,159959.2597,165968.7896,168515.525,162853.4368,154832.2627,140935.8158,146345.9971,142756.0349,159431.489,172982.2851,186122.5705,196200.2391,204276.1878,219031.2463,231358.3161,242700.8008,272211.0529,324386.3306,353401.3955,375378.0429
"Bangor, ME",ME,79765.68945,85036.64966,91733.0423,100330.4884,110321.3837,125932.5193,136233.2002,139716.0577,140404.4146,136355.713,131337.3142,128853.4346,127106.1656,127966.3905,131410.6695,130491.0627,132968.2546,136131.859,141871.013,151372.4056,155781.0223,180481.9799,209657.4011,230673.8263,246965.1433
"Homosassa Springs, FL",FL,87795.45692,92783.20291,98677.11614,103611.9649,111949.9305,129381.2411,169677.0507,182906.8618,163025.283,140087.3337,124470.8991,111900.9305,102728.3857,100081.8682,105405.1969,110592.3647,122368.4168,134439.8131,147948.8527,162021.628,169755.2421,192934.1143,244735.5262,280071.7282,281402.433
"Hanford, CA",CA,,106396.7006,111115.8545,115660.6207,133687.233,170306.7445,219379.0936,235767.0626,221005.2027,187503.4844,172188.0698,163082.707,147668.6927,143966.5351,157515.6336,169455.149,179965.6159,196138.5515,213184.2399,223826.5411,235212.5633,262311.8974,305089.0693,321650.2143,335201.2483
"Jefferson City, MO",MO,,,,,,,,,,130111.9557,130627.0456,128724.1756,125586.5072,129213.6233,130946.8653,132497.7537,139419.3857,145208.1914,151817.3602,164236.9064,167585.3234,186143.5596,205901.734,222785.8324,232205.1318
"Florence, AL",AL,,,,,,,,,,,,102866.2398,102587.5752,109985.7433,118831.9354,117609.2249,122541.6539,125731.8105,128126.8041,129435.331,136168.7377,152148.22,175395.0194,187107.7485,196217.6444
"Dothan, AL",AL,,,85843.81756,91189.67232,96461.12141,103548.9395,114540.6773,123553.2193,128065.8184,123856.0346,117296.3535,114345.405,109018.3303,108529.6541,110635.6791,112829.8965,117063.4218,120575.3519,120948.7492,122541.6139,131195.4319,139659.8452,155724.9149,166606.888,170161.0616
"London, KY",KY,58239.28237,60419.92442,62631.16655,64490.60577,67012.80347,70051.76728,73149.53663,75941.71467,77285.14368,78775.0846,79343.87031,85489.97558,77119.41429,82595.22175,82892.57527,83248.86474,89500.33801,92292.12726,95721.18514,99955.48597,103471.6625,118354.9577,128425.377,142454.1747,144287.6934
"Albany, GA",GA,83069.14892,87506.12483,91527.8844,94504.37508,97351.26403,,104427.188,109902.3272,112317.4448,108300.3756,100564.2042,96170.68831,90829.30967,90092.65958,89682.5517,88031.54261,90354.52941,86657.56689,89081.92736,94104.84804,99209.64354,110316.7962,127066.6941,140850.9657,148343.3464
"Sioux City, IA",IA,76843.37514,79816.71626,82674.01482,84102.7588,87213.62586,90813.41849,90402.8205,92490.84899,94801.57668,95910.14905,95807.92109,96324.15299,97599.30623,99762.22019,104394.7913,110565.5182,119712.9113,126826.454,132571.0604,139443.0162,149982.5316,160937.0389,176422.9715,189813.1986,197347.5952
"Wichita Falls, TX",TX,,,,,,,,,,100691.6608,98334.04718,97448.57813,95565.64084,90030.75329,89588.09246,91465.09321,91636.00778,92911.77483,96222.7301,102365.5869,108882.5006,123532.0946,146214.8286,157118.7519,160213.3904
"Texarkana, TX",TX,79646.08903,82829.19484,85664.12968,88852.8129,92630.398,99472.67064,99516.28479,103750.1106,106476.5307,104844.1906,102588.7017,102280.2829,103859.273,105830.6001,109192.984,112706.916,117696.98,119149.7242,122143.4579,128401.4776,135027.8201,147157.5774,169451.3032,170906.4392,171951.1716
"Valdosta, GA",GA,111862.0998,117973.5007,123526.4778,127537.586,128879.3073,120135.6715,129368.161,138532.3175,146419.514,143857.7662,127169.5584,121092.9113,113748.613,116282.3495,116702.9841,114463.5713,116815.5305,113974.096,116777.3967,122540.9231,129506.4419,142358.0762,166700.2669,182199.2299,191604.2526
"Logan, UT",UT,,,,,,,198945.315,203864.4684,218713.2086,214036.3703,203647.8191,197375.8033,180630.0916,179796.8939,185880.2965,186318.0134,202041.1988,221487.9267,240881.2882,263928.8671,290342.399,335494.5923,425551.5585,443142.41,442732.2263
"Flagstaff, AZ",AZ,152969.8566,159699.0468,170229.7948,180841.2208,199078.0007,232275.7791,307722.3554,330751.7815,324278.1499,287525.3809,267456.1615,234723.355,223054.847,238283.4396,262575.5442,282309.7121,304320.4435,325865.2475,347567.3687,365441.4685,387507.2973,438018.1509,558941.2095,592377.0363,618175.6484
"Rocky Mount, NC",NC,83068.95782,88148.01186,91110.5191,92819.95626,94043.78922,97688.9168,102005.5636,107392.6349,109807.6436,108373.3431,102603.0622,97555.84902,95518.04208,94089.41457,95174.22021,98371.71104,100724.8273,102351.9105,107271.3927,113507.0762,119334.7435,139716.0144,155669.97,179845.6263,191509.38
"Pottsville, PA",PA,,,,,,,,,,85227.41895,79938.86296,76798.40491,72337.83502,72655.54578,72491.94724,70741.94872,73938.04223,74024.7458,76446.9088,79750.83174,85030.45167,100829.2308,114211.0851,119877.9642,131928.3125
"Dalton, GA",GA,79296.05458,84376.71612,88777.6137,92503.08567,95083.48858,100227.5507,107721.1538,112489.0025,114303.393,110060.3525,101602.8468,95438.24757,88737.19448,92830.36954,103483.9199,108518.0491,114720.9692,122833.0294,133188.0906,140342.8273,152937.6058,166606.1094,199843.5225,210474.5429,225539.5219
"Lebanon, PA",PA,,,,,,,157546.5212,165310.3649,173030.9057,172834.2064,171459.9819,170085.7777,161541.4187,161745.7983,164336.3165,164532.6735,165991.3426,169106.8321,175866.743,182357.7262,194647.0576,211985.786,233291.1479,256865.6119,270551.3492
"Morristown, TN",TN,91430.28168,95589.75842,99062.64967,99308.71961,102317.2013,106195.0258,115401.6004,124442.609,129048.6032,,123625.1477,121329.6195,114778.4116,119080.9031,122195.2199,123314.0274,133086.5973,139577.295,147792.5576,156242.0927,174964.8599,185926.5706,222970.7184,240426.7583,261990.4856
"Winchester, VA",VA,114389.1414,124456.3755,133611.9126,148002.1606,167302.7393,204984.3472,251821.1781,261708.2767,241170.9823,209274.108,186282.7887,186010.0338,182062.6542,185243.2727,196629.031,202537.8345,212325.2373,221191.8979,232459.7619,239860.9727,252613.6436,278410.4774,316981.3868,337893.0466,352598.9499
"Wheeling, WV",OH,55088.69596,56811.16598,59361.36778,61686.64986,64240.8567,68446.53926,77541.30185,82876.80972,85443.29532,85672.47935,82990.12325,84190.01661,83394.34833,86155.19726,89858.93573,94376.20735,100468.5803,99884.02087,101550.3192,108488.2611,109926.5404,123562.4766,126646.5479,129668.5327,130652.4545
"Morgantown, WV",WV,106967.9111,112502.0736,117060.3642,121766.6727,127627.8437,139180.645,157394.8238,165660.7207,154494.541,152560.1132,144061.2061,144325.0168,144744.3084,156010.7117,157283.1385,166812.2748,174105.0513,173395.5715,176632.5604,180045.5637,178979.6664,195982.838,206970.4525,215293.3202,222726.3395
"La Crosse, WI",WI,,,,136655.9339,143130.9224,152605.2731,162744.7614,163915.808,163109.2848,156953.0032,155019.3841,153346.0721,149678.3254,151049.565,155744.7249,158474.0795,166411.4238,175192.5044,184036.037,192240.4372,203180.2111,220658.5921,246777.9322,264402.3945,277631.6783
"Napa, CA",CA,247779.774,296161.3896,341904.139,389419.1845,456364.6801,535467.1974,622991.2243,621330.3053,574403.7795,495127.1342,409307.9177,405193.9544,359198.1856,403120.874,486287.4139,533269.7776,592606.2127,633916.005,671465.5754,697191.9397,711270.997,771136.07,859717.5311,881755.1351,905801.6709
"Rapid City, SD",SD,,,,,,,,,,163640.7741,160833.6979,163758.1306,161884.2904,169782.908,176083.0033,180466.478,189150.1018,195843.571,205617.3853,214519.9696,230062.0379,252606.8627,304245.1407,335067.9034,341232.8556
"Sumter, SC",SC,,,,,,,,,,128107.7236,119222.2922,115685.4318,112851.5871,109597.4434,114308.3632,112925.2156,116264.8402,118028.597,120243.039,130431.648,143775.2177,151943.9189,164476.2285,174444.3392,179066.3208
"Eureka, CA",CA,,166221.2392,175846.8455,204152.774,247901.6377,306520.3044,376188.8047,375658.0736,374925.9655,338100.446,311439.4,314478.9906,293069.6028,275918.9084,290681.0604,295748.1593,313996.9482,339354.4896,366395.0731,368984.4968,396996.1953,407803.5497,460095.6805,461930.7849,438998.8114
"Springfield, OH",OH,71803.91393,74581.71485,76954.32099,78874.80149,81304.57954,83624.70594,85709.05862,87872.80392,88606.5491,84589.76871,81939.73849,76939.22227,74326.87759,82172.56131,84139.79141,87026.06925,89362.96174,95029.12169,100208.1909,107116.9729,114398.9451,131708.5714,143483.0293,159001.5506,170527.891
"Harrisonburg, VA",VA,,,,,,,,,,,185682.3321,181266.825,179868.6878,184562.6612,186984.8624,192612.5402,201009.3835,205787.8701,211686.5731,218485.4946,229437.3049,253728.4548,280275.6995,299748.5384,315341.9392
"Battle Creek, MI",MI,80278.64131,82093.91911,85962.58691,85955.37812,91899.77492,96436.12804,100809.7082,102290.7901,94181.83109,84876.95196,75983.41946,72147.17724,71981.7638,72326.09072,71891.6591,81136.36017,86164.59069,93072.69505,98726.60078,104903.3588,116964.1667,129650.2801,151568.5363,154609.7427,164297.1704
"Sherman, TX",TX,,,,,,,,,,,,,103757.897,106763.6878,112787.8545,119306.6747,134040.4351,148534.8773,166275.7388,180876.6385,189701.0244,208690.4457,252040.8518,278052.002,278194.8489
"Manhattan, KS",KS,,,,,,,,,,140182.0835,140450.067,144539.9103,144394.4348,152203.3025,153906.3441,162075.2243,167435.8895,168939.5741,175669.9243,177148.9578,183758.298,192316.2921,210368.446,223690.4252,229223.8932
"Carbondale, IL",IL,,,,,,,,,,109332.5197,105147.6608,100798.3113,98938.59426,91629.10431,96444.33954,97159.00947,99315.36634,101639.0131,104192.4043,100785.9172,109832.1463,116416.516,122907.4494,125616.5237,127942.3637
"Johnstown, PA",PA,,,,,,83643.8915,93179.50667,95714.14302,96759.50797,90623.22387,85273.19049,86483.67522,83306.18658,86954.63249,93459.76674,87424.40022,88745.1048,86537.38614,86823.33915,91578.38667,102661.1425,108324.8023,121583.9363,117654.3713,102510.2999
"Jonesboro, AR",AR,85100.4535,89175.75874,91193.72023,92967.55528,95293.15925,98242.08397,104239.8927,108474.3934,109999.2857,111073.6158,109102.0687,108776.7404,110920.3515,112417.9274,114501.3284,116582.8548,119973.9095,123388.0581,127901.3972,132334.0497,139279.2793,150695.3681,172284.146,181825.3966,187366.3744
"Bismarck, ND",ND,,,,,,,,,,167834.6942,167772.4964,172686.2011,180926.3586,212720.4779,239708.8672,260673.2584,271849.33,264590.5878,265246.786,263823.7105,270851.0645,280553.8075,307343.9239,322525.263,331763.4908
"Hammond, LA",LA,,,,,,,,,180437.6933,169415.3293,150178.4021,148663.2081,147799.5696,151818.4053,157547.5057,165749.3596,184136.397,183267.4269,182395.8803,176899.5604,185987.2166,198361.3796,219091.8898,219468.5753,209443.6377
"Pittsfield, MA",MA,126074.1689,132824.6787,138194.5538,150942.7479,166185.8664,187163.873,207101.1289,219141.2885,218167.0703,207870.4803,192815.7246,197193.972,187413.4464,188825.6489,193848.482,194645.6491,201285.7857,203582.4715,210480.8598,217441.6063,227186.8927,257144.0127,295308.088,324886.7753,351014.6661
"Mount Vernon, WA",WA,154066.335,161421.8103,168708.3845,172382.7454,183681.8919,201969.9936,243181.2641,279100.0066,287112.9831,269078.5671,240033.3125,226209.8556,215097.6167,217063.2478,231773.3718,241848.7878,271145.077,298897.1982,329807.1069,359879.5577,386142.5194,445385.4799,524728.4133,538017.4185,551446.5012
"Jamestown, NY",NY,55967.34129,59078.92858,61028.24333,62295.09132,65166.01481,70246.78579,72460.54669,75955.60348,76897.76571,80609.57236,79747.48827,80811.63682,79866.33918,81149.1841,82052.84883,81918.1432,85716.38874,88784.2434,90860.79286,93652.78819,101088.7971,116131.2901,132192.5916,146167.4663,152844.3947
